Cruise	Station	Type	mon/day/yr	hh:mm	Lon[°E]	Lat[°N]	QF	Pressure[dbar]	QF	Temperature[°C]	QF	Salinity[PSU]	QF	Sigma_theta[kg/m^3]	QF	Depth[m]	QF	Oxygen[µmol/kg]	QF	OxygenSat[%]	QF	Nitrate[µmol/kg]	QF	Chl_a[mg/m^3]	QF	Chl_a_corr[mg/m^3]	QF	b_bp700[1/m]	QF	b_bp_corr[1/m]	QF	POC[mmol/m^3]	QF	pHinsitu[Total]	QF	pH25C[Total]	QF	TALK_LIAR[µmol/kg]	QF	DIC_LIAR[µmol/kg]	QF	pCO2_LIAR[µatm]	QF
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	141.38	0	1.1261	0	34.6822	0	27.782	0	139.929	0	185.34	0	54.7	0	33.81	0	0.0324	0	0.0108	0	0.000404	1	-1E+10	1	1.30	1	8.6033	8	8.2260	8	2349	0	1917	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	130.98	0	1.1282	0	34.6801	0	27.780	0	129.639	0	184.87	0	54.6	0	33.85	0	0.0540	0	0.0180	0	0.000608	1	-1E+10	1	1.83	1	8.5465	8	8.1705	8	2348	0	1957	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	121.05	0	1.1153	0	34.6764	0	27.778	0	119.813	0	184.46	0	54.4	0	33.98	0	0.0540	0	0.0180	0	0.000472	1	-1E+10	1	1.48	1	8.5471	8	8.1705	8	2348	0	1956	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	111.29	0	1.0970	0	34.6730	0	27.776	0	110.156	0	184.11	0	54.3	0	33.96	0	0.0684	0	0.0228	0	0.000517	1	-1E+10	1	1.60	1	8.5403	8	8.1632	8	2347	0	1960	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	101.26	0	1.0320	0	34.6647	0	27.774	0	100.230	0	184.20	0	54.2	0	34.19	0	0.0684	0	0.0228	0	0.000471	1	-1E+10	1	1.48	1	8.6503	8	8.2685	8	2346	0	1884	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	94.97	0	0.9932	0	34.6585	0	27.772	0	94.006	0	184.35	0	54.2	0	34.25	0	0.0864	0	0.0288	0	0.000494	1	-1E+10	1	1.54	1	8.5736	8	8.1932	8	2345	0	1938	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	88.74	0	0.9493	0	34.6531	0	27.770	0	87.840	0	184.76	0	54.3	0	34.20	0	0.1008	0	0.0336	0	0.000619	1	-1E+10	1	1.86	1	8.5509	8	8.1703	8	2345	0	1954	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	82.63	0	0.8511	0	34.6424	0	27.768	0	81.793	0	186.28	0	54.6	0	34.30	0	0.1116	0	0.0372	0	0.000573	1	-1E+10	1	1.74	1	8.4959	8	8.1150	8	2344	0	1990	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	76.45	0	0.7403	0	34.6270	0	27.763	0	75.677	0	187.78	0	54.9	0	33.98	0	0.1152	0	0.0384	0	0.000505	1	-1E+10	1	1.57	1	8.4273	8	8.0466	8	2343	0	2033	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	70.74	0	0.4312	0	34.5903	0	27.752	0	70.026	0	194.59	0	56.4	0	33.69	0	0.1296	0	0.0432	0	0.000538	1	-1E+10	1	1.65	1	8.3742	8	7.9902	8	2341	0	2064	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	65.34	0	0.0728	0	34.5392	0	27.731	0	64.681	0	203.81	0	58.5	0	33.11	0	0.1656	0	0.0552	0	0.000572	1	-1E+10	1	1.74	1	8.2155	8	7.8326	8	2338	0	2144	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	60.56	0	-0.1982	0	34.4980	0	27.711	0	59.950	0	213.64	0	60.9	0	32.61	0	0.2160	0	0.0720	0	0.000617	1	-1E+10	1	1.86	1	8.1805	8	7.7951	8	2336	0	2159	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	56.18	0	-0.7183	0	34.4246	0	27.676	0	55.615	0	226.69	0	63.7	0	32.29	0	0.1908	0	0.0636	0	0.000570	1	-1E+10	1	1.74	1	8.0611	8	7.6758	8	2332	0	2206	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	52.82	0	-1.0019	0	34.3772	0	27.649	0	52.289	0	236.85	0	66.0	0	31.93	0	0.2052	0	0.0684	0	0.000649	1	-1E+10	1	1.94	1	7.9567	8	7.5767	8	2329	0	2241	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	50.32	0	-1.1604	0	34.3429	0	27.627	0	49.814	0	243.84	0	67.6	0	31.69	0	0.2340	0	0.0780	0	0.000671	1	-1E+10	1	2.00	1	7.8895	8	7.5146	8	2327	0	2262	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	46.90	0	-1.3305	0	34.3107	0	27.607	0	46.429	0	252.42	0	69.7	0	31.37	0	0.1872	0	0.0624	0	0.000614	1	-1E+10	1	1.85	1	7.9162	8	7.5357	8	2325	0	2253	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	41.91	0	-0.9917	0	34.1076	0	27.430	0	41.490	0	267.97	0	74.5	0	29.68	0	0.5256	0	0.1752	0	0.001262	1	-1E+10	1	3.54	1	7.9580	8	7.5779	8	2314	0	2227	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	36.89	0	-0.5604	0	33.7482	0	27.122	0	36.521	0	320.49	0	89.9	0	26.38	0	0.7704	4	0.2484	4	0.002206	1	-1E+10	1	5.99	1	8.0359	8	7.6549	8	2295	0	2182	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	31.83	0	-0.5579	0	33.7424	0	27.117	0	31.512	0	333.08	0	93.4	0	26.25	0	0.7452	4	0.2484	4	0.002206	1	-1E+10	1	5.99	1	8.0468	8	7.6648	8	2295	0	2178	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	26.51	0	-0.5570	0	33.7397	0	27.115	0	26.245	0	336.32	0	94.3	0	26.27	0	0.7452	4	0.2484	4	0.001605	1	-1E+10	1	4.43	1	8.0526	8	7.6699	8	2295	0	2177	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	21.80	0	-0.5559	0	33.7390	0	27.114	0	21.582	0	336.08	0	94.3	0	26.21	0	0.7452	4	0.2484	4	0.001627	1	-1E+10	1	4.48	1	8.0531	8	7.6702	8	2296	0	2177	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	16.75	0	-0.5561	0	33.7388	0	27.114	0	16.583	0	337.05	0	94.5	0	26.29	0	0.7452	4	0.2484	4	0.002762	1	-1E+10	1	7.43	1	8.0490	8	7.6662	8	2296	0	2179	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	11.86	0	-0.5562	0	33.7390	0	27.114	0	11.742	0	337.75	0	94.7	0	26.33	0	0.7452	4	0.2484	4	0.002002	1	-1E+10	1	5.46	1	8.0488	8	7.6659	8	2296	0	2179	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0	7.67	0	-0.5553	0	33.7382	0	27.113	0	7.594	0	338.30	0	94.9	0	26.35	0	0.7452	4	0.2484	4	0.001639	1	-1E+10	1	4.51	1	8.0521	8	7.6687	8	2296	0	2178	8	 -1e10	1
5904471	10	C	03/24/2015	13:02	0.804	-66.803	0																																				
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	1698.59	0	0.1761	0	34.6754	0	27.839	0	1674.921	0	209.89	0	60.5	0	33.66	0	0.0000	0	0.0000	0	0.000197	1	-1E+10	1	0.77	1	11.0448	8	-1e10	1	2357	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	1598.02	0	0.2133	0	34.6775	0	27.839	0	1576.126	0	208.43	0	60.1	0	33.66	0	0.0000	0	0.0000	0	0.000197	1	-1E+10	1	0.77	1	11.0479	8	-1e10	1	2357	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	1498.92	0	0.2538	0	34.6792	0	27.838	0	1478.730	0	206.57	0	59.6	0	33.67	0	0.0000	0	0.0000	0	0.000220	1	-1E+10	1	0.83	1	11.0465	8	-1e10	1	2357	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	1399.80	0	0.2952	0	34.6807	0	27.836	0	1381.269	0	204.82	0	59.2	0	33.80	0	0.0000	0	0.0000	0	0.000220	1	-1E+10	1	0.83	1	11.0454	8	-1e10	1	2357	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	1299.03	0	0.3331	0	34.6823	0	27.835	0	1282.139	0	203.12	0	58.7	0	33.77	0	0.0000	0	0.0000	0	0.000198	1	-1E+10	1	0.77	1	11.0396	8	-1e10	1	2357	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	1198.37	0	0.3787	0	34.6845	0	27.834	0	1183.071	0	201.36	0	58.3	0	33.72	0	0.0000	0	0.0000	0	0.000277	1	-1E+10	1	0.97	1	11.0506	8	-1e10	1	2357	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	1099.15	0	0.4254	0	34.6858	0	27.832	0	1085.374	0	199.55	0	57.9	0	33.82	0	0.0000	0	0.0000	0	0.000220	1	-1E+10	1	0.83	1	11.0913	8	-1e10	1	2357	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	999.52	0	0.4662	0	34.6872	0	27.830	0	987.227	0	198.50	0	57.6	0	33.72	0	0.0036	0	0.0012	0	0.000368	1	-1E+10	1	1.21	1	11.0296	8	-1e10	1	2357	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	951.30	0	0.4889	0	34.6880	0	27.830	0	939.708	0	198.30	0	57.6	0	33.59	0	0.0000	0	0.0000	0	0.000255	1	-1E+10	1	0.92	1	11.0366	8	-1e10	1	2357	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	901.47	0	0.5145	0	34.6891	0	27.829	0	890.591	0	198.25	0	57.6	0	33.61	0	0.0000	0	0.0000	0	0.000266	1	-1E+10	1	0.94	1	11.0792	8	-1e10	1	2357	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	851.15	0	0.5396	0	34.6899	0	27.828	0	840.979	0	197.63	0	57.5	0	33.58	0	0.0036	0	0.0012	0	0.000289	1	-1E+10	1	1.00	1	11.0779	8	-1e10	1	2357	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	801.56	0	0.5686	0	34.6908	0	27.827	0	792.076	0	197.65	0	57.5	0	33.61	0	0.0000	0	0.0000	0	0.000255	1	-1E+10	1	0.92	1	11.1008	8	-1e10	1	2356	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	751.52	0	0.6032	0	34.6918	0	27.825	0	742.717	0	197.55	0	57.5	0	33.42	0	0.0000	0	0.0000	0	0.000278	1	-1E+10	1	0.97	1	11.0598	8	-1e10	1	2356	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	700.90	0	0.6346	0	34.6934	0	27.824	0	692.774	0	197.57	0	57.6	0	33.26	0	0.0036	0	0.0012	0	0.000266	1	-1E+10	1	0.95	1	11.0905	8	-1e10	1	2356	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	650.77	0	0.6836	0	34.6953	0	27.823	0	643.302	0	198.40	0	57.9	0	33.19	0	0.0036	0	0.0012	0	0.000300	1	-1E+10	1	1.03	1	11.0675	8	-1e10	1	2356	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	601.22	0	0.7231	0	34.6960	0	27.821	0	594.392	0	196.72	0	57.5	0	33.06	0	0.0000	0	0.0000	0	0.000289	1	-1E+10	1	1.01	1	11.0735	8	-1e10	1	2355	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	550.97	0	0.7696	0	34.6979	0	27.819	0	544.778	0	196.53	0	57.5	0	33.08	0	0.0000	0	0.0000	0	0.000289	1	-1E+10	1	1.01	1	11.0522	8	-1e10	1	2355	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	501.71	0	0.8146	0	34.6982	0	27.816	0	496.131	0	195.62	0	57.3	0	33.00	0	0.0036	0	0.0012	0	0.000301	1	-1E+10	1	1.04	1	11.0652	8	-1e10	1	2354	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	450.99	0	0.8606	0	34.6999	0	27.815	0	446.029	0	194.92	0	57.2	0	33.12	0	0.0072	0	0.0024	0	0.000312	1	-1E+10	1	1.06	1	11.1260	8	-1e10	1	2354	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	398.68	0	0.9187	0	34.7010	0	27.812	0	394.344	0	194.03	0	57.0	0	32.95	0	0.0036	0	0.0012	0	0.000301	1	-1E+10	1	1.04	1	11.1219	8	-1e10	1	2353	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	380.62	0	0.9361	0	34.7008	0	27.810	0	376.497	0	193.61	0	56.9	0	33.04	0	0.0000	0	0.0000	0	0.000290	1	-1E+10	1	1.01	1	11.1706	8	-1e10	1	2353	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	360.84	0	0.9564	0	34.7012	0	27.809	0	356.948	0	193.24	0	56.8	0	32.94	0	0.0000	0	0.0000	0	0.000312	1	-1E+10	1	1.07	1	11.1497	8	-1e10	1	2353	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	351.26	0	0.9682	0	34.7011	0	27.808	0	347.480	0	192.81	0	56.7	0	32.97	0	0.0072	0	0.0024	0	0.000335	1	-1E+10	1	1.12	1	11.1652	8	-1e10	1	2353	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	341.61	0	0.9785	0	34.7005	0	27.807	0	337.941	0	192.54	0	56.6	0	32.95	0	0.0036	0	0.0012	0	0.000324	1	-1E+10	1	1.10	1	11.1897	8	-1e10	1	2353	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	331.32	0	0.9930	0	34.7011	0	27.807	0	327.770	0	192.36	0	56.6	0	33.04	0	0.0000	0	0.0000	0	0.000312	1	-1E+10	1	1.07	1	11.1831	8	-1e10	1	2353	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	321.28	0	1.0005	0	34.7010	0	27.806	0	317.845	0	192.55	0	56.7	0	32.97	0	0.0036	0	0.0012	0	0.000346	1	-1E+10	1	1.15	1	11.1883	8	-1e10	1	2352	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	311.32	0	1.0057	0	34.7009	0	27.806	0	307.999	0	191.82	0	56.5	0	33.17	0	0.0072	0	0.0024	0	0.000358	1	-1E+10	1	1.18	1	11.2131	8	-1e10	1	2352	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	300.97	0	1.0137	0	34.7003	0	27.805	0	297.767	0	191.54	0	56.4	0	33.06	0	0.0072	0	0.0024	0	0.000369	1	-1E+10	1	1.21	1	11.1912	8	-1e10	1	2352	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	291.71	0	1.0250	0	34.7002	0	27.804	0	288.612	0	191.63	0	56.4	0	33.12	0	0.0072	0	0.0024	0	0.000369	1	-1E+10	1	1.21	1	11.1867	8	-1e10	1	2352	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	281.53	0	1.0304	0	34.6998	0	27.803	0	278.547	0	190.99	0	56.2	0	33.12	0	0.0000	0	0.0000	0	0.000403	1	-1E+10	1	1.30	1	11.2229	8	-1e10	1	2352	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	270.91	0	1.0415	0	34.6997	0	27.802	0	268.046	0	190.67	0	56.2	0	33.17	0	0.0036	0	0.0012	0	0.000392	1	-1E+10	1	1.27	1	11.2312	8	-1e10	1	2352	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	258.56	0	1.0564	0	34.6997	0	27.801	0	255.834	0	190.25	0	56.1	0	33.22	0	0.0000	0	0.0000	0	0.000415	1	-1E+10	1	1.33	1	11.1630	8	-1e10	1	2352	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	248.88	0	1.0658	0	34.6988	0	27.800	0	246.262	0	189.88	0	56.0	0	33.25	0	0.0108	0	0.0036	0	0.000437	1	-1E+10	1	1.39	1	11.1682	8	-1e10	1	2352	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	241.01	0	1.0735	0	34.6977	0	27.798	0	238.480	0	189.67	0	55.9	0	33.31	0	0.0108	0	0.0036	0	0.000437	1	-1E+10	1	1.39	1	11.1636	8	-1e10	1	2352	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	230.70	0	1.0818	0	34.6971	0	27.797	0	228.283	0	189.31	0	55.8	0	33.32	0	0.0108	0	0.0036	0	0.000460	1	-1E+10	1	1.45	1	11.1654	8	-1e10	1	2351	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	220.78	0	1.0913	0	34.6967	0	27.796	0	218.473	0	188.86	0	55.7	0	33.19	0	0.0108	0	0.0036	0	0.000449	1	-1E+10	1	1.42	1	11.1679	8	-1e10	1	2351	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	211.04	0	1.0982	0	34.6960	0	27.795	0	208.839	0	188.49	0	55.6	0	33.28	0	0.0108	0	0.0036	0	0.000449	1	-1E+10	1	1.42	1	11.1787	8	-1e10	1	2350	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	201.14	0	1.1056	0	34.6954	0	27.794	0	199.047	0	188.19	0	55.5	0	33.36	0	0.0072	0	0.0024	0	0.000483	1	-1E+10	1	1.51	1	11.1748	8	-1e10	1	2350	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	191.67	0	1.1090	0	34.6944	0	27.793	0	189.680	0	187.88	0	55.4	0	33.46	0	0.0108	0	0.0036	0	0.000472	1	-1E+10	1	1.48	1	11.1973	8	-1e10	1	2350	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	181.37	0	1.1126	0	34.6937	0	27.792	0	179.492	0	187.57	0	55.3	0	33.41	0	0.0072	0	0.0024	0	0.000472	1	-1E+10	1	1.48	1	11.1907	8	-1e10	1	2350	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	171.06	0	1.1264	0	34.6918	0	27.790	0	169.293	0	186.99	0	55.2	0	33.47	0	0.0180	0	0.0060	0	0.000528	1	-1E+10	1	1.63	1	11.1874	8	-1e10	1	2349	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	161.23	0	1.1254	0	34.6903	0	27.789	0	159.568	0	186.96	0	55.2	0	33.64	0	0.0144	0	0.0048	0	0.000415	1	-1E+10	1	1.33	1	11.1756	8	-1e10	1	2349	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	151.57	0	1.1282	0	34.6885	0	27.787	0	150.011	0	186.22	0	55.0	0	33.61	0	0.0216	0	0.0072	0	0.000426	1	-1E+10	1	1.36	1	11.1594	8	-1e10	1	2349	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	140.87	0	1.1331	0	34.6867	0	27.785	0	139.425	0	185.90	0	54.9	0	33.58	0	0.0216	0	0.0072	0	0.000506	1	-1E+10	1	1.57	1	11.1579	8	-1e10	1	2349	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	131.56	0	1.1276	0	34.6846	0	27.784	0	130.213	0	185.57	0	54.8	0	33.71	0	0.0252	0	0.0084	0	0.000392	1	-1E+10	1	1.27	1	11.1345	8	-1e10	1	2349	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	121.39	0	1.1157	0	34.6795	0	27.780	0	120.150	0	185.01	0	54.6	0	33.89	0	0.0252	0	0.0084	0	0.000449	1	-1E+10	1	1.42	1	10.4887	8	-1e10	1	2348	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	111.62	0	1.0957	0	34.6762	0	27.779	0	110.483	0	184.62	0	54.4	0	33.82	0	0.0360	0	0.0120	0	0.000438	1	-1E+10	1	1.39	1	10.7557	8	-1e10	1	2347	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	101.37	0	1.0601	0	34.6698	0	27.776	0	100.340	0	184.39	0	54.3	0	34.03	0	0.0468	0	0.0156	0	0.000426	1	-1E+10	1	1.36	1	10.6882	8	-1e10	1	2346	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	95.38	0	1.0184	0	34.6643	0	27.775	0	94.412	0	184.99	0	54.4	0	34.16	0	0.0576	0	0.0192	0	0.000483	1	-1E+10	1	1.51	1	10.6903	8	-1e10	1	2346	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	89.26	0	1.0211	0	34.6634	0	27.774	0	88.355	0	184.87	0	54.4	0	34.25	0	0.0612	0	0.0204	0	0.000403	1	-1E+10	1	1.30	1	10.7925	8	-1e10	1	2346	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	83.54	0	1.0101	0	34.6618	0	27.773	0	82.694	0	185.02	0	54.4	0	34.23	0	0.0648	0	0.0216	0	0.000437	1	-1E+10	1	1.39	1	10.8311	8	-1e10	1	2346	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	77.93	0	0.9478	0	34.6546	0	27.771	0	77.142	0	185.53	0	54.5	0	34.28	0	0.0792	0	0.0264	0	0.000449	1	-1E+10	1	1.42	1	10.8320	8	-1e10	1	2345	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	72.54	0	0.9043	0	34.6477	0	27.769	0	71.808	0	185.86	0	54.5	0	34.17	0	0.0900	0	0.0300	0	0.000483	1	-1E+10	1	1.51	1	10.6631	8	-1e10	1	2345	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	67.30	0	0.6367	0	34.6178	0	27.762	0	66.621	0	188.93	0	55.0	0	33.44	0	0.1080	0	0.0360	0	0.000664	1	-1E+10	1	1.98	1	10.4509	8	-1e10	1	2343	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	62.64	0	0.1217	0	34.5405	0	27.729	0	62.009	0	200.22	0	57.5	0	32.64	0	0.2484	0	0.0828	0	0.000651	1	-1E+10	1	1.95	1	10.3742	8	-1e10	1	2338	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	58.46	0	-0.2447	0	34.4822	0	27.701	0	57.872	0	213.70	0	60.8	0	31.77	0	0.2484	0	0.0828	0	0.000696	1	-1E+10	1	2.06	1	9.6884	8	-1e10	1	2335	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	54.72	0	-0.9330	0	34.3702	0	27.640	0	54.170	0	230.94	0	64.5	0	31.27	0	0.3096	0	0.1032	0	0.000672	1	-1E+10	1	2.00	1	9.5033	8	-1e10	1	2328	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	51.94	0	-1.1145	0	34.2563	0	27.555	0	51.418	0	242.83	0	67.4	0	30.85	0	0.3060	0	0.1020	0	0.000774	1	-1E+10	1	2.27	1	9.4359	8	-1e10	1	2322	0	 -1e10	1	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	46.91	0	-1.0550	0	33.9612	0	27.313	0	46.439	0	302.38	0	83.8	0	27.80	0	0.6444	0	0.2148	0	0.001762	1	-1E+10	1	4.83	1	8.9808	8	8.5508	8	2306	0	1634	8	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	41.78	0	-1.0360	0	33.9187	0	27.278	0	41.361	0	324.27	0	89.9	0	27.47	0	0.7452	0	0.2484	0	0.001943	1	-1E+10	1	5.31	1	7.7278	8	7.3753	8	2305	0	2288	8	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	36.33	0	-1.0314	0	33.9146	0	27.275	0	35.966	0	331.85	0	92.0	0	27.50	0	0.7920	0	0.2640	0	0.001841	1	-1E+10	1	5.04	1	7.7831	8	7.4231	8	2305	0	2272	8	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	31.75	0	-1.0288	0	33.9128	0	27.273	0	31.433	0	334.71	0	92.8	0	27.57	0	0.7632	0	0.2544	0	0.001943	1	-1E+10	1	5.31	1	7.8188	8	7.4541	8	2305	0	2262	8	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	26.39	0	-1.0288	0	33.9129	0	27.273	0	26.126	0	335.10	0	93.0	0	27.52	0	0.7812	0	0.2604	0	0.001785	1	-1E+10	1	4.89	1	7.8526	8	7.4835	8	2305	0	2252	8	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	21.67	0	-1.0290	0	33.9122	0	27.273	0	21.454	0	335.85	0	93.2	0	27.53	0	0.7632	0	0.2544	0	0.001694	1	-1E+10	1	4.66	1	7.8776	8	7.5053	8	2305	0	2245	8	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	16.46	0	-1.0304	0	33.9113	0	27.272	0	16.296	0	336.73	0	93.4	0	27.48	0	0.7632	0	0.2544	0	0.001887	1	-1E+10	1	5.16	1	7.9011	8	7.5259	8	2305	0	2238	8	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	11.43	0	-1.0313	0	33.9110	0	27.272	0	11.316	0	337.41	0	93.6	0	27.50	0	0.7524	0	0.2508	0	0.001887	1	-1E+10	1	5.16	1	7.9170	8	7.5398	8	2305	0	2233	8	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0	7.78	0	-1.0313	0	33.9114	0	27.272	0	7.703	0	338.97	0	94.0	0	27.44	0	0.7632	0	0.2544	0	0.001819	1	-1E+10	1	4.98	1	7.9279	8	7.5494	8	2305	0	2230	8	 -1e10	1
5904471	11	C	04/03/2015	21:08	0.736	-66.746	0																																				
