CTD,20171201CCHSIOSEE
NUMBER_HEADERS = 14
EXPOCODE = 33RR20080204
SECT_ID = I06S
STNNBR = 97
CASTNO = 1
DATE = 20080305
TIME = 2343
LATITUDE = -68.2939
LONGITUDE = 31.1577
DEPTH =  1965
INSTRUMENT_ID = 725
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,FLUORM,FLUORM_FLAG_W,PAR,PAR_FLAG_W,SPAR,SPAR_FLAG_W,CTDNOBS,CTDETIME,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,,,SECONDS,/METER,
     752.0,2,    0.2105,2,   34.6367,2,     230.2,2,     0.229,1,  -999.000,9,     0.005,1,        96,    1378.7,    0.0032,2
     754.0,2,    0.2119,2,   34.6375,2,     230.2,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1381.9,    0.0032,2
     756.0,2,    0.2137,2,   34.6381,2,     230.3,2,     0.229,1,  -999.000,9,     0.005,1,        24,    1383.4,    0.0032,2
     758.0,2,    0.2139,2,   34.6380,2,     230.2,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1384.7,    0.0032,2
     760.0,2,    0.2159,2,   34.6383,2,     230.0,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1386.2,    0.0032,2
     762.0,2,    0.2199,2,   34.6385,2,     229.8,2,     0.229,1,  -999.000,9,     0.005,1,        96,    1388.9,    0.0024,2
     764.0,2,    0.2249,2,   34.6396,2,     229.7,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1391.7,    0.0024,2
     766.0,2,    0.2255,2,   34.6397,2,     229.7,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1393.2,    0.0024,2
     768.0,2,    0.2262,2,   34.6398,2,     229.4,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1394.7,    0.0024,2
     770.0,2,    0.2293,2,   34.6402,2,     229.4,2,     0.229,1,  -999.000,9,     0.005,1,        60,    1396.7,    0.0024,2
     772.0,2,    0.2327,2,   34.6407,2,     229.4,2,     0.229,1,  -999.000,9,     0.005,1,        60,    1399.2,    0.0024,2
     774.0,2,    0.2390,2,   34.6417,2,     229.3,2,     0.229,1,  -999.000,9,     0.005,1,        60,    1401.7,    0.0024,2
     776.0,2,    0.2417,2,   34.6424,2,     229.1,2,     0.229,1,  -999.000,9,     0.005,1,        46,    1403.9,    0.0024,2
     778.0,2,    0.2448,2,   34.6429,2,     229.0,2,     0.229,1,  -999.000,9,     0.005,1,        24,    1405.4,    0.0024,2
     780.0,2,    0.2478,2,   34.6432,2,     228.9,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1406.7,    0.0024,2
     782.0,2,    0.2508,2,   34.6435,2,     228.8,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1408.4,    0.0032,2
     784.0,2,    0.2523,2,   34.6435,2,     228.3,2,     0.229,1,  -999.000,9,     0.005,1,        84,    1411.2,    0.0024,2
     786.0,2,    0.2593,2,   34.6447,2,     228.1,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1413.7,    0.0024,2
     788.0,2,    0.2636,2,   34.6453,2,     228.1,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1415.4,    0.0024,2
     790.0,2,    0.2660,2,   34.6456,2,     227.9,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1417.4,    0.0016,2
     792.0,2,    0.2692,2,   34.6462,2,     227.6,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1419.4,    0.0016,2
     794.0,2,    0.2805,2,   34.6474,2,     227.4,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1421.4,    0.0024,2
     796.0,2,    0.2817,2,   34.6477,2,     227.3,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1423.2,    0.0024,2
     798.0,2,    0.2827,2,   34.6479,2,     227.1,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1424.9,    0.0016,2
     800.0,2,    0.2881,2,   34.6485,2,     226.7,2,     0.228,1,  -999.000,9,     0.005,1,        84,    1427.7,    0.0024,2
     802.0,2,    0.2905,2,   34.6490,2,     226.5,2,     0.229,1,  -999.000,9,     0.005,1,        48,    1430.4,    0.0016,2
     804.0,2,    0.2910,2,   34.6491,2,     226.5,2,     0.229,1,  -999.000,9,     0.005,1,        24,    1431.9,    0.0016,2
     806.0,2,    0.2910,2,   34.6490,2,     226.6,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1433.2,    0.0016,2
     808.0,2,    0.2921,2,   34.6493,2,     226.4,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1434.9,    0.0016,2
     810.0,2,    0.2925,2,   34.6492,2,     226.3,2,     0.228,1,  -999.000,9,     0.005,1,        72,    1437.4,    0.0024,2
     812.0,2,    0.2923,2,   34.6493,2,     226.3,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1440.2,    0.0024,2
     814.0,2,    0.2929,2,   34.6497,2,     226.4,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1442.2,    0.0016,2
     816.0,2,    0.2948,2,   34.6496,2,     226.3,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1443.9,    0.0016,2
     818.0,2,    0.2960,2,   34.6497,2,     226.2,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1446.2,    0.0024,2
     820.0,2,    0.3011,2,   34.6507,2,     226.1,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1448.2,    0.0016,2
     822.0,2,    0.3038,2,   34.6511,2,     226.1,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1449.7,    0.0016,2
     824.0,2,    0.3035,2,   34.6513,2,     226.0,2,     0.229,1,  -999.000,9,     0.005,1,        60,    1451.7,    0.0016,2
     826.0,2,    0.3056,2,   34.6515,2,     225.8,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1454.2,    0.0016,2
     828.0,2,    0.3086,2,   34.6521,2,     225.6,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1456.7,    0.0016,2
     830.0,2,    0.3116,2,   34.6529,2,     225.6,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1458.7,    0.0016,2
     832.0,2,    0.3142,2,   34.6531,2,     225.4,2,     0.228,1,  -999.000,9,     0.005,1,        35,    1460.2,    0.0016,2
     834.0,2,    0.3208,2,   34.6541,2,     225.2,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1461.9,    0.0016,2
     836.0,2,    0.3218,2,   34.6543,2,     225.0,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1463.9,    0.0016,2
     838.0,2,    0.3234,2,   34.6542,2,     224.7,2,     0.228,1,  -999.000,9,     0.005,1,        71,    1466.4,    0.0016,2
     840.0,2,    0.3293,2,   34.6554,2,     224.5,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1468.9,    0.0016,2
     842.0,2,    0.3344,2,   34.6561,2,     224.3,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1470.9,    0.0016,2
     844.0,2,    0.3357,2,   34.6564,2,     224.1,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1472.7,    0.0016,2
     846.0,2,    0.3379,2,   34.6566,2,     224.0,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1474.4,    0.0016,2
     848.0,2,    0.3386,2,   34.6566,2,     223.8,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1476.7,    0.0016,2
     850.0,2,    0.3403,2,   34.6569,2,     223.8,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1478.9,    0.0016,2
     852.0,2,    0.3414,2,   34.6569,2,     223.7,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1480.9,    0.0016,2
     854.0,2,    0.3420,2,   34.6571,2,     223.6,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1482.9,    0.0016,2
     856.0,2,    0.3438,2,   34.6574,2,     223.6,2,     0.229,1,  -999.000,9,     0.005,1,        36,    1484.7,    0.0016,2
     858.0,2,    0.3443,2,   34.6574,2,     223.8,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1486.4,    0.0016,2
     860.0,2,    0.3449,2,   34.6575,2,     223.7,2,     0.228,1,  -999.000,9,     0.005,1,        72,    1488.9,    0.0016,2
     862.0,2,    0.3500,2,   34.6581,2,     223.5,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1491.7,    0.0016,2
     864.0,2,    0.3522,2,   34.6586,2,     223.5,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1493.7,    0.0016,2
     866.0,2,    0.3562,2,   34.6593,2,     223.4,2,     0.228,1,  -999.000,9,     0.005,1,        35,    1495.2,    0.0032,2
     868.0,2,    0.3587,2,   34.6595,2,     223.4,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1496.7,    0.0032,2
     870.0,2,    0.3613,2,   34.6597,2,     223.0,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1498.7,    0.0024,2
     872.0,2,    0.3738,2,   34.6614,2,     222.7,2,     0.228,1,  -999.000,9,     0.005,1,        71,    1501.4,    0.0016,2
     874.0,2,    0.3824,2,   34.6627,2,     222.4,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1503.9,    0.0016,2
     876.0,2,    0.3859,2,   34.6631,2,     222.1,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1505.7,    0.0024,2
     878.0,2,    0.3887,2,   34.6637,2,     221.8,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1507.2,    0.0016,2
     880.0,2,    0.3898,2,   34.6639,2,     221.5,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1508.9,    0.0016,2
     882.0,2,    0.3914,2,   34.6638,2,     221.2,2,     0.228,1,  -999.000,9,     0.005,1,        71,    1511.4,    0.0016,2
     884.0,2,    0.3954,2,   34.6647,2,     221.1,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1513.9,    0.0016,2
     886.0,2,    0.4014,2,   34.6655,2,     220.9,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1515.7,    0.0024,2
     888.0,2,    0.4029,2,   34.6658,2,     220.8,2,     0.228,1,  -999.000,9,     0.005,1,        35,    1517.2,    0.0016,2
     890.0,2,    0.4037,2,   34.6660,2,     220.5,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1518.9,    0.0016,2
     892.0,2,    0.4053,2,   34.6659,2,     220.4,2,     0.228,1,  -999.000,9,     0.005,1,        84,    1521.7,    0.0016,2
     894.0,2,    0.4080,2,   34.6668,2,     220.2,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1524.4,    0.0016,2
     896.0,2,    0.4117,2,   34.6674,2,     220.2,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1526.2,    0.0016,2
     898.0,2,    0.4147,2,   34.6678,2,     220.1,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1527.7, -999.0000,9
     900.0,2,    0.4155,2,   34.6678,2,     219.8,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1529.7,    0.0016,2
     902.0,2,    0.4169,2,   34.6677,2,     219.6,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1532.2,    0.0016,2
     904.0,2,    0.4192,2,   34.6684,2,     219.5,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1534.4,    0.0016,2
     906.0,2,    0.4203,2,   34.6685,2,     219.4,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1536.2,    0.0016,2
     908.0,2,    0.4204,2,   34.6686,2,     219.3,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1537.9,    0.0024,2
     910.0,2,    0.4212,2,   34.6687,2,     219.2,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1540.2,    0.0016,2
     912.0,2,    0.4211,2,   34.6688,2,     219.1,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1542.4,    0.0016,2
     914.0,2,    0.4213,2,   34.6689,2,     219.1,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1544.4,    0.0016,2
     916.0,2,    0.4229,2,   34.6692,2,     218.9,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1546.4,    0.0008,2
     918.0,2,    0.4256,2,   34.6701,2,     219.0,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1548.4,    0.0016,2
     920.0,2,    0.4262,2,   34.6703,2,     218.7,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1550.7,    0.0016,2
     922.0,2,    0.4263,2,   34.6705,2,     218.6,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1552.7,    0.0016,2
     924.0,2,    0.4262,2,   34.6704,2,     218.5,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1554.4,    0.0008,2
     926.0,2,    0.4265,2,   34.6704,2,     218.4,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1556.7,    0.0008,2
     928.0,2,    0.4263,2,   34.6706,2,     218.5,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1559.2,    0.0008,2
     930.0,2,    0.4265,2,   34.6708,2,     218.4,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1561.2,    0.0008,2
     932.0,2,    0.4264,2,   34.6711,2,     218.3,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1562.7,    0.0008,2
     934.0,2,    0.4262,2,   34.6714,2,     218.3,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1564.4,    0.0016,2
     936.0,2,    0.4263,2,   34.6714,2,     218.2,2,     0.228,1,  -999.000,9,     0.005,1,        72,    1566.9,    0.0008,2
     938.0,2,    0.4262,2,   34.6716,2,     218.2,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1569.4,    0.0016,2
     940.0,2,    0.4262,2,   34.6718,2,     218.2,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1571.4,    0.0016,2
     942.0,2,    0.4261,2,   34.6718,2,     218.2,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1573.2,    0.0016,2
     944.0,2,    0.4262,2,   34.6718,2,     218.0,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1575.2,    0.0008,2
     946.0,2,    0.4258,2,   34.6719,2,     217.9,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1577.2,    0.0008,2
     948.0,2,    0.4245,2,   34.6721,2,     217.8,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1579.2,    0.0008,2
     950.0,2,    0.4219,2,   34.6724,2,     217.8,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1581.4,    0.0008,2
     952.0,2,    0.4213,2,   34.6725,2,     217.7,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1583.4,    0.0008,2
     954.0,2,    0.4204,2,   34.6726,2,     217.6,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1585.4,    0.0008,2
     956.0,2,    0.4208,2,   34.6725,2,     217.4,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1587.4,    0.0008,2
     958.0,2,    0.4209,2,   34.6725,2,     217.5,2,     0.228,1,  -999.000,9,     0.005,1,        72,    1589.9,    0.0008,2
     960.0,2,    0.4204,2,   34.6727,2,     217.6,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1592.2,    0.0008,2
     962.0,2,    0.4200,2,   34.6728,2,     217.6,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1593.7,    0.0008,2
     964.0,2,    0.4196,2,   34.6727,2,     217.7,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1595.4,    0.0008,2
     966.0,2,    0.4196,2,   34.6726,2,     217.5,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1597.7,    0.0008,2
     968.0,2,    0.4193,2,   34.6725,2,     217.4,2,     0.228,1,  -999.000,9,     0.005,1,        72,    1600.4,    0.0008,2
     970.0,2,    0.4168,2,   34.6724,2,     217.5,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1602.7,    0.0008,2
     972.0,2,    0.4103,2,   34.6725,2,     217.6,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1604.2,    0.0008,2
     974.0,2,    0.4065,2,   34.6724,2,     217.6,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1605.7,    0.0008,2
     976.0,2,    0.4053,2,   34.6722,2,     217.8,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1607.7,    0.0008,2
     978.0,2,    0.4033,2,   34.6719,2,     217.8,2,     0.228,1,  -999.000,9,     0.005,1,        72,    1610.4,    0.0008,2
     980.0,2,    0.4024,2,   34.6721,2,     217.7,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1612.7,    0.0008,2
     982.0,2,    0.4017,2,   34.6721,2,     217.8,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1614.2,    0.0008,2
     984.0,2,    0.4011,2,   34.6720,2,     217.8,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1616.2,    0.0008,2
     986.0,2,    0.4000,2,   34.6719,2,     217.8,2,     0.228,1,  -999.000,9,     0.005,1,        47,    1618.4,    0.0008,2
     988.0,2,    0.3950,2,   34.6718,2,     217.8,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1620.4,    0.0008,2
     990.0,2,    0.3941,2,   34.6718,2,     217.8,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1622.4,    0.0008,2
     992.0,2,    0.3947,2,   34.6716,2,     217.9,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1624.4,    0.0008,2
     994.0,2,    0.3915,2,   34.6720,2,     218.0,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1626.4,    0.0008,2
     996.0,2,    0.3909,2,   34.6722,2,     218.0,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1628.4,    0.0008,2
     998.0,2,    0.3915,2,   34.6724,2,     217.9,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1630.4,    0.0016,2
    1000.0,2,    0.3931,2,   34.6721,2,     217.8,2,     0.228,1,  -999.000,9,     0.005,1,        71,    1632.9,    0.0016,2
    1002.0,2,    0.3943,2,   34.6724,2,     217.8,2,     0.227,1,  -999.000,9,     0.005,1,        35,    1635.2,    0.0016,2
    1004.0,2,    0.3955,2,   34.6725,2,     217.8,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1636.7,    0.0008,2
    1006.0,2,    0.3932,2,   34.6722,2,     217.7,2,     0.227,1,  -999.000,9,     0.005,1,        35,    1638.2,    0.0016,2
    1008.0,2,    0.3932,2,   34.6720,2,     217.6,2,     0.228,1,  -999.000,9,     0.005,1,        83,    1640.6,    0.0008,2
    1010.0,2,    0.3961,2,   34.6725,2,     217.7,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1643.2,    0.0008,2
    1012.0,2,    0.3962,2,   34.6725,2,     217.7,2,     0.228,1,  -999.000,9,     0.005,1,        59,    1645.1,    0.0008,2
    1014.0,2,    0.3927,2,   34.6722,2,     217.6,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1647.2,    0.0016,2
    1016.0,2,    0.3946,2,   34.6725,2,     217.5,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1648.9,    0.0008,2
    1018.0,2,    0.3964,2,   34.6726,2,     217.5,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1650.9,    0.0008,2
    1020.0,2,    0.3962,2,   34.6725,2,     217.5,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1653.2,    0.0008,2
    1022.0,2,    0.3963,2,   34.6727,2,     217.5,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1655.4,    0.0008,2
    1024.0,2,    0.3960,2,   34.6727,2,     217.5,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1657.4,    0.0016,2
    1026.0,2,    0.3949,2,   34.6726,2,     217.6,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1659.4,    0.0008,2
    1028.0,2,    0.3959,2,   34.6729,2,     217.6,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1661.2,    0.0016,2
    1030.0,2,    0.3964,2,   34.6728,2,     217.6,2,     0.228,1,  -999.000,9,     0.005,1,        72,    1663.4,    0.0016,2
    1032.0,2,    0.3964,2,   34.6727,2,     217.6,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1665.9,    0.0016,2
    1034.0,2,    0.3963,2,   34.6727,2,     217.5,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1667.7,    0.0008,2
    1036.0,2,    0.3957,2,   34.6726,2,     217.5,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1669.2,    0.0016,2
    1038.0,2,    0.3945,2,   34.6728,2,     217.4,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1670.9,    0.0016,2
    1040.0,2,    0.3929,2,   34.6727,2,     217.5,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1673.2,    0.0008,2
    1042.0,2,    0.3930,2,   34.6724,2,     217.6,2,     0.228,1,  -999.000,9,     0.005,1,        72,    1675.9,    0.0016,2
    1044.0,2,    0.3919,2,   34.6726,2,     217.5,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1678.2,    0.0008,2
    1046.0,2,    0.3912,2,   34.6726,2,     217.5,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1679.7,    0.0016,2
    1048.0,2,    0.3896,2,   34.6727,2,     217.6,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1681.2,    0.0008,2
    1050.0,2,    0.3883,2,   34.6724,2,     217.6,2,     0.228,1,  -999.000,9,     0.005,1,        72,    1683.4,    0.0008,2
    1052.0,2,    0.3875,2,   34.6723,2,     217.7,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1686.2,    0.0008,2
    1054.0,2,    0.3872,2,   34.6724,2,     217.8,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1688.4,    0.0016,2
    1056.0,2,    0.3864,2,   34.6725,2,     217.7,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1690.2,    0.0008,2
    1058.0,2,    0.3866,2,   34.6724,2,     217.7,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1691.7,    0.0008,2
    1060.0,2,    0.3867,2,   34.6723,2,     217.8,2,     0.227,1,  -999.000,9,     0.005,1,        72,    1693.9,    0.0008,2
    1062.0,2,    0.3863,2,   34.6722,2,     217.9,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1696.4,    0.0008,2
    1064.0,2,    0.3866,2,   34.6723,2,     217.9,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1698.2,    0.0016,2
    1066.0,2,    0.3871,2,   34.6722,2,     217.8,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1699.7,    0.0016,2
    1068.0,2,    0.3861,2,   34.6720,2,     217.8,2,     0.227,1,  -999.000,9,     0.005,1,        72,    1701.9,    0.0008,2
    1070.0,2,    0.3855,2,   34.6720,2,     217.9,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1704.7,    0.0008,2
    1072.0,2,    0.3851,2,   34.6721,2,     217.9,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1706.7,    0.0016,2
    1074.0,2,    0.3849,2,   34.6721,2,     217.9,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1708.2,    0.0008,2
    1076.0,2,    0.3841,2,   34.6723,2,     217.9,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1709.7,    0.0008,2
    1078.0,2,    0.3843,2,   34.6721,2,     217.8,2,     0.227,1,  -999.000,9,     0.005,1,        84,    1712.2,    0.0008,2
    1080.0,2,    0.3834,2,   34.6718,2,     217.9,2,     0.227,1,  -999.000,9,     0.005,1,        72,    1715.4,    0.0008,2
    1082.0,2,    0.3816,2,   34.6720,2,     218.0,2,     0.228,1,  -999.000,9,     0.005,1,        24,    1717.4,    0.0016,2
    1084.0,2,    0.3771,2,   34.6717,2,     218.0,2,     0.228,1,  -999.000,9,     0.005,1,        35,    1718.7,    0.0008,2
    1086.0,2,    0.3734,2,   34.6718,2,     218.0,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1720.2,    0.0016,2
    1088.0,2,    0.3719,2,   34.6719,2,     217.9,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1721.7,    0.0016,2
    1090.0,2,    0.3684,2,   34.6716,2,     217.9,2,     0.228,1,  -999.000,9,     0.005,1,        84,    1724.2,    0.0024,2
    1092.0,2,    0.3648,2,   34.6717,2,     218.2,2,     0.227,1,  -999.000,9,     0.005,1,        60,    1727.2,    0.0008,2
    1094.0,2,    0.3657,2,   34.6716,2,     218.2,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1729.4,    0.0008,2
    1096.0,2,    0.3655,2,   34.6718,2,     218.2,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1731.2,    0.0024,2
    1098.0,2,    0.3653,2,   34.6718,2,     218.1,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1732.7,    0.0008,2
    1100.0,2,    0.3638,2,   34.6719,2,     218.2,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1734.2,    0.0008,2
    1102.0,2,    0.3630,2,   34.6715,2,     218.1,2,     0.228,1,  -999.000,9,     0.005,1,        96,    1736.9,    0.0008,2
    1104.0,2,    0.3601,2,   34.6716,2,     218.2,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1739.7,    0.0008,2
    1106.0,2,    0.3562,2,   34.6716,2,     218.2,2,     0.228,1,  -999.000,9,     0.004,1,        36,    1741.2,    0.0008,2
    1108.0,2,    0.3566,2,   34.6717,2,     218.1,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1742.7,    0.0008,2
    1110.0,2,    0.3564,2,   34.6715,2,     218.2,2,     0.228,1,  -999.000,9,     0.005,1,        72,    1744.9,    0.0008,2
    1112.0,2,    0.3570,2,   34.6715,2,     218.2,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1747.4,    0.0008,2
    1114.0,2,    0.3575,2,   34.6716,2,     218.3,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1749.4,    0.0008,2
    1116.0,2,    0.3570,2,   34.6715,2,     218.3,2,     0.227,1,  -999.000,9,     0.005,1,        48,    1751.4,    0.0008,2
    1118.0,2,    0.3526,2,   34.6715,2,     218.3,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1753.4,    0.0008,2
    1120.0,2,    0.3500,2,   34.6713,2,     218.3,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1755.4,    0.0008,2
    1122.0,2,    0.3501,2,   34.6712,2,     218.4,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1757.4,    0.0008,2
    1124.0,2,    0.3480,2,   34.6711,2,     218.5,2,     0.228,1,  -999.000,9,     0.005,1,        48,    1759.4,    0.0000,2
    1126.0,2,    0.3477,2,   34.6710,2,     218.5,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1761.7,    0.0008,2
    1128.0,2,    0.3481,2,   34.6708,2,     218.6,2,     0.228,1,  -999.000,9,     0.005,1,        60,    1764.2,    0.0008,2
    1130.0,2,    0.3487,2,   34.6711,2,     218.7,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1766.2,    0.0008,2
    1132.0,2,    0.3486,2,   34.6712,2,     218.7,2,     0.228,1,  -999.000,9,     0.005,1,        24,    1767.4,    0.0008,2
    1134.0,2,    0.3470,2,   34.6708,2,     218.8,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1768.7,    0.0008,2
    1136.0,2,    0.3461,2,   34.6704,2,     218.6,2,     0.228,1,  -999.000,9,     0.005,1,       108,    1771.9,    0.0008,2
    1138.0,2,    0.3415,2,   34.6708,2,     218.8,2,     0.227,1,  -999.000,9,     0.005,1,        36,    1775.2,    0.0008,2
    1140.0,2,    0.3386,2,   34.6707,2,     218.6,2,     0.227,1,  -999.000,9,     0.005,1,        24,    1776.4,    0.0008,2
    1142.0,2,    0.3396,2,   34.6705,2,     218.7,2,     0.228,1,  -999.000,9,     0.005,1,        36,    1777.7,    0.0000,2
