CTD,20171201CCHSIOSEE
NUMBER_HEADERS = 14
EXPOCODE = 33RR20080204
SECT_ID = I06S
STNNBR = 97
CASTNO = 1
DATE = 20080305
TIME = 2343
LATITUDE = -68.2939
LONGITUDE = 31.1577
DEPTH =  1965
INSTRUMENT_ID = 725
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,FLUORM,FLUORM_FLAG_W,PAR,PAR_FLAG_W,SPAR,SPAR_FLAG_W,CTDNOBS,CTDETIME,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,,,SECONDS,/METER,
    1532.0,2,    0.2063,2,   34.6699,2,     220.2,2,     0.225,1,  -999.000,9,     0.005,1,        45,    2183.9,    0.0000,2
    1534.0,2,    0.2067,2,   34.6697,2,     220.2,2,     0.225,1,  -999.000,9,     0.005,1,        70,    2186.4,    0.0000,2
    1536.0,2,    0.2048,2,   34.6697,2,     220.3,2,     0.225,1,  -999.000,9,     0.005,1,        46,    2188.9,    0.0000,2
    1538.0,2,    0.2010,2,   34.6698,2,     220.4,2,     0.225,1,  -999.000,9,     0.005,1,        47,    2190.9,    0.0000,2
    1540.0,2,    0.2023,2,   34.6698,2,     220.4,2,     0.225,1,  -999.000,9,     0.005,1,        24,    2192.4,    0.0000,2
    1542.0,2,    0.1958,2,   34.6694,2,     220.5,2,     0.225,1,  -999.000,9,     0.005,1,        48,    2193.9,    0.0000,2
    1544.0,2,    0.1898,2,   34.6689,2,     220.6,2,     0.225,1,  -999.000,9,     0.005,1,        84,    2196.7,    0.0008,2
    1546.0,2,    0.1915,2,   34.6691,2,     220.8,2,     0.225,1,  -999.000,9,     0.005,1,        47,    2199.4,    0.0000,2
    1548.0,2,    0.1942,2,   34.6693,2,     221.0,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2201.2,    0.0000,2
    1550.0,2,    0.1924,2,   34.6693,2,     221.0,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2202.7,    0.0000,2
    1552.0,2,    0.1971,2,   34.6694,2,     220.9,2,     0.225,1,  -999.000,9,     0.004,1,        48,    2204.4,    0.0008,2
    1554.0,2,    0.1980,2,   34.6691,2,     220.9,2,     0.225,1,  -999.000,9,     0.004,1,        72,    2206.9,    0.0000,2
    1556.0,2,    0.1931,2,   34.6691,2,     221.0,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2209.2,    0.0000,2
    1558.0,2,    0.1910,2,   34.6690,2,     221.0,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2210.7,    0.0000,2
    1560.0,2,    0.1889,2,   34.6689,2,     221.0,2,     0.225,1,  -999.000,9,     0.005,1,        48,    2212.4,    0.0008,2
    1562.0,2,    0.1907,2,   34.6686,2,     221.2,2,     0.225,1,  -999.000,9,     0.005,1,        59,    2214.6,    0.0008,2
    1564.0,2,    0.1959,2,   34.6689,2,     221.2,2,     0.225,1,  -999.000,9,     0.004,1,        58,    2217.2,    0.0008,2
    1566.0,2,    0.1882,2,   34.6687,2,     221.2,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2219.2,    0.0008,2
    1568.0,2,    0.1827,2,   34.6683,2,     221.1,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2220.7,    0.0016,2
    1570.0,2,    0.1748,2,   34.6682,2,     221.1,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2222.2,    0.0008,2
    1572.0,2,    0.1747,2,   34.6677,2,     221.4,2,     0.225,1,  -999.000,9,     0.005,1,       108,    2225.2,    0.0008,2
    1574.0,2,    0.1741,2,   34.6679,2,     221.8,2,     0.225,1,  -999.000,9,     0.004,1,        36,    2228.2,    0.0008,2
    1576.0,2,    0.1744,2,   34.6678,2,     221.9,2,     0.225,1,  -999.000,9,     0.005,1,        24,    2229.4,    0.0008,2
    1578.0,2,    0.1745,2,   34.6679,2,     221.9,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2230.7,    0.0008,2
    1580.0,2,    0.1753,2,   34.6680,2,     221.9,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2232.2,    0.0008,2
    1582.0,2,    0.1755,2,   34.6677,2,     221.9,2,     0.225,1,  -999.000,9,     0.005,1,        84,    2234.7,    0.0000,2
    1584.0,2,    0.1755,2,   34.6678,2,     221.9,2,     0.225,1,  -999.000,9,     0.005,1,        60,    2237.7,    0.0008,2
    1586.0,2,    0.1751,2,   34.6678,2,     222.0,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2239.7,    0.0000,2
    1588.0,2,    0.1736,2,   34.6678,2,     222.0,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2241.2,    0.0008,2
    1590.0,2,    0.1737,2,   34.6677,2,     222.1,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2242.7,    0.0008,2
    1592.0,2,    0.1734,2,   34.6676,2,     222.0,2,     0.225,1,  -999.000,9,     0.005,1,        48,    2244.4,    0.0008,2
    1594.0,2,    0.1641,2,   34.6673,2,     221.9,2,     0.225,1,  -999.000,9,     0.005,1,        72,    2246.9,    0.0008,2
    1596.0,2,    0.1615,2,   34.6671,2,     222.0,2,     0.225,1,  -999.000,9,     0.004,1,        48,    2249.4,    0.0008,2
    1598.0,2,    0.1609,2,   34.6670,2,     222.2,2,     0.225,1,  -999.000,9,     0.005,1,        48,    2251.4,    0.0008,2
    1600.0,2,    0.1615,2,   34.6671,2,     222.3,2,     0.225,1,  -999.000,9,     0.005,1,        48,    2253.4,    0.0008,2
    1602.0,2,    0.1621,2,   34.6672,2,     222.5,2,     0.225,1,  -999.000,9,     0.005,1,        48,    2255.4,    0.0008,2
    1604.0,2,    0.1623,2,   34.6672,2,     222.6,2,     0.225,1,  -999.000,9,     0.005,1,        48,    2257.4,    0.0008,2
    1606.0,2,    0.1624,2,   34.6672,2,     222.6,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2259.2,    0.0008,2
    1608.0,2,    0.1623,2,   34.6672,2,     222.5,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2260.7,    0.0008,2
    1610.0,2,    0.1622,2,   34.6670,2,     222.4,2,     0.225,1,  -999.000,9,     0.005,1,        84,    2263.2,    0.0016,2
    1612.0,2,    0.1614,2,   34.6669,2,     222.4,2,     0.225,1,  -999.000,9,     0.005,1,        60,    2266.2,    0.0008,2
    1614.0,2,    0.1612,2,   34.6671,2,     222.4,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2268.2,    0.0008,2
    1616.0,2,    0.1616,2,   34.6671,2,     222.5,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2269.7,    0.0008,2
    1618.0,2,    0.1619,2,   34.6672,2,     222.6,2,     0.225,1,  -999.000,9,     0.004,1,        36,    2271.2,    0.0016,2
    1620.0,2,    0.1618,2,   34.6671,2,     222.6,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2272.7,    0.0008,2
    1622.0,2,    0.1619,2,   34.6669,2,     222.7,2,     0.225,1,  -999.000,9,     0.005,1,        60,    2274.7,    0.0008,2
    1624.0,2,    0.1609,2,   34.6667,2,     222.6,2,     0.225,1,  -999.000,9,     0.005,1,        72,    2277.4,    0.0008,2
    1626.0,2,    0.1592,2,   34.6668,2,     222.6,2,     0.225,1,  -999.000,9,     0.005,1,        60,    2280.2,    0.0008,2
    1628.0,2,    0.1581,2,   34.6670,2,     222.7,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2282.2,    0.0008,2
    1630.0,2,    0.1580,2,   34.6669,2,     222.8,2,     0.225,1,  -999.000,9,     0.005,1,        24,    2283.4,    0.0008,2
    1632.0,2,    0.1593,2,   34.6668,2,     222.8,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2284.7,    0.0008,2
    1634.0,2,    0.1595,2,   34.6668,2,     222.8,2,     0.225,1,  -999.000,9,     0.004,1,        36,    2286.2,    0.0016,2
    1636.0,2,    0.1588,2,   34.6663,2,     222.9,2,     0.225,1,  -999.000,9,     0.005,1,       108,    2289.2,    0.0008,2
    1638.0,2,    0.1551,2,   34.6664,2,     222.8,2,     0.225,1,  -999.000,9,     0.005,1,        36,    2292.2,    0.0008,2
    1640.0,2,    0.1518,2,   34.6664,2,     222.9,2,     0.224,1,  -999.000,9,     0.005,1,        36,    2293.7,    0.0008,2
    1642.0,2,    0.1502,2,   34.6665,2,     222.8,2,     0.225,1,  -999.000,9,     0.005,1,        24,    2294.9,    0.0016,2
    1644.0,2,    0.1512,2,   34.6663,2,     222.9,2,     0.225,1,  -999.000,9,     0.005,1,        48,    2296.4,    0.0008,2
    1646.0,2,    0.1514,2,   34.6660,2,     223.1,2,     0.225,1,  -999.000,9,     0.005,1,        84,    2299.2,    0.0016,2
    1648.0,2,    0.1530,2,   34.6663,2,     223.1,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2301.9,    0.0008,2
    1650.0,2,    0.1527,2,   34.6666,2,     223.2,2,     0.224,1,  -999.000,9,     0.005,1,        36,    2303.7,    0.0008,2
    1652.0,2,    0.1519,2,   34.6664,2,     223.0,2,     0.224,1,  -999.000,9,     0.005,1,        36,    2305.2,    0.0008,2
    1654.0,2,    0.1510,2,   34.6662,2,     223.1,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2306.9,    0.0008,2
    1656.0,2,    0.1514,2,   34.6662,2,     223.2,2,     0.224,1,  -999.000,9,     0.005,1,        60,    2309.2,    0.0008,2
    1658.0,2,    0.1517,2,   34.6663,2,     223.2,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2311.4,    0.0008,2
    1660.0,2,    0.1521,2,   34.6662,2,     223.2,2,     0.225,1,  -999.000,9,     0.004,1,        48,    2313.4,    0.0008,2
    1662.0,2,    0.1523,2,   34.6662,2,     223.1,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2315.4,    0.0016,2
    1664.0,2,    0.1517,2,   34.6662,2,     223.2,2,     0.224,1,  -999.000,9,     0.005,1,        36,    2317.2,    0.0008,2
    1666.0,2,    0.1509,2,   34.6663,2,     223.2,2,     0.225,1,  -999.000,9,     0.005,1,        48,    2318.9,    0.0008,2
    1668.0,2,    0.1508,2,   34.6661,2,     223.2,2,     0.224,1,  -999.000,9,     0.005,1,        60,    2321.2,    0.0008,2
    1670.0,2,    0.1527,2,   34.6661,2,     223.1,2,     0.224,1,  -999.000,9,     0.005,1,        60,    2323.7,    0.0008,2
    1672.0,2,    0.1534,2,   34.6661,2,     223.4,2,     0.225,1,  -999.000,9,     0.004,1,        36,    2325.7,    0.0008,2
    1674.0,2,    0.1537,2,   34.6663,2,     223.3,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2327.4,    0.0008,2
    1676.0,2,    0.1520,2,   34.6663,2,     223.3,2,     0.224,1,  -999.000,9,     0.005,1,        36,    2329.2,    0.0024,2
    1678.0,2,    0.1515,2,   34.6662,2,     223.3,2,     0.225,1,  -999.000,9,     0.005,1,        60,    2331.2,    0.0008,2
    1680.0,2,    0.1512,2,   34.6664,2,     223.2,2,     0.224,1,  -999.000,9,     0.004,1,        60,    2333.7,    0.0000,2
    1682.0,2,    0.1492,2,   34.6663,2,     223.1,2,     0.224,1,  -999.000,9,     0.005,1,        36,    2335.7,    0.0016,2
    1684.0,2,    0.1486,2,   34.6663,2,     223.2,2,     0.225,1,  -999.000,9,     0.005,1,        48,    2337.4,    0.0008,2
    1686.0,2,    0.1495,2,   34.6663,2,     223.2,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2339.4,    0.0000,2
    1688.0,2,    0.1483,2,   34.6662,2,     223.3,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2341.4,    0.0000,2
    1690.0,2,    0.1452,2,   34.6661,2,     223.4,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2343.4,    0.0008,2
    1692.0,2,    0.1455,2,   34.6661,2,     223.4,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2345.4,    0.0000,2
    1694.0,2,    0.1457,2,   34.6661,2,     223.3,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2347.4,    0.0008,2
    1696.0,2,    0.1455,2,   34.6661,2,     223.3,2,     0.224,1,  -999.000,9,     0.004,1,        48,    2349.4,    0.0000,2
    1698.0,2,    0.1445,2,   34.6661,2,     223.4,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2351.4,    0.0008,2
    1700.0,2,    0.1441,2,   34.6659,2,     223.5,2,     0.224,1,  -999.000,9,     0.005,1,        60,    2353.7,    0.0000,2
    1702.0,2,    0.1436,2,   34.6661,2,     223.5,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2355.9,    0.0000,2
    1704.0,2,    0.1421,2,   34.6661,2,     223.6,2,     0.224,1,  -999.000,9,     0.005,1,        36,    2357.7,    0.0000,2
    1706.0,2,    0.1386,2,   34.6659,2,     223.4,2,     0.224,1,  -999.000,9,     0.004,1,        36,    2359.2,    0.0008,2
    1708.0,2,    0.1349,2,   34.6663,2,     223.5,2,     0.224,1,  -999.000,9,     0.005,1,        60,    2361.2,    0.0000,2
    1710.0,2,    0.1345,2,   34.6659,2,     223.6,2,     0.224,1,  -999.000,9,     0.004,1,        72,    2363.9,    0.0008,2
    1712.0,2,    0.1311,2,   34.6661,2,     223.7,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2366.4,    0.0000,2
    1714.0,2,    0.1312,2,   34.6661,2,     223.7,2,     0.224,1,  -999.000,9,     0.005,1,        24,    2367.9,    0.0000,2
    1716.0,2,    0.1328,2,   34.6660,2,     223.8,2,     0.224,1,  -999.000,9,     0.005,1,        36,    2369.2,    0.0000,2
    1718.0,2,    0.1331,2,   34.6661,2,     223.8,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2370.9,    0.0000,2
    1720.0,2,    0.1324,2,   34.6656,2,     223.8,2,     0.224,1,  -999.000,9,     0.004,1,        84,    2373.7,    0.0008,2
    1722.0,2,    0.1309,2,   34.6659,2,     223.7,2,     0.224,1,  -999.000,9,     0.004,1,        48,    2376.4,    0.0000,2
    1724.0,2,    0.1302,2,   34.6661,2,     223.8,2,     0.224,1,  -999.000,9,     0.004,1,        36,    2378.2,    0.0000,2
    1726.0,2,    0.1302,2,   34.6660,2,     223.9,2,     0.224,1,  -999.000,9,     0.005,1,        24,    2379.4,    0.0000,2
    1728.0,2,    0.1307,2,   34.6658,2,     223.9,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2380.9,    0.0008,2
    1730.0,2,    0.1307,2,   34.6657,2,     223.9,2,     0.224,1,  -999.000,9,     0.005,1,        72,    2383.4,    0.0000,2
    1732.0,2,    0.1290,2,   34.6659,2,     223.8,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2385.9,    0.0000,2
    1734.0,2,    0.1244,2,   34.6660,2,     223.9,2,     0.224,1,  -999.000,9,     0.004,1,        48,    2387.9,    0.0000,2
    1736.0,2,    0.1196,2,   34.6659,2,     223.8,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2389.9,    0.0008,2
    1738.0,2,    0.1170,2,   34.6658,2,     223.8,2,     0.224,1,  -999.000,9,     0.004,1,        36,    2391.7,    0.0008,2
    1740.0,2,    0.1159,2,   34.6658,2,     223.9,2,     0.224,1,  -999.000,9,     0.004,1,        48,    2393.4,    0.0008,2
    1742.0,2,    0.1164,2,   34.6658,2,     224.1,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2395.4,    0.0000,2
    1744.0,2,    0.1147,2,   34.6657,2,     224.2,2,     0.224,1,  -999.000,9,     0.004,1,        72,    2397.9,    0.0008,2
    1746.0,2,    0.1147,2,   34.6656,2,     224.1,2,     0.224,1,  -999.000,9,     0.004,1,        48,    2400.4,    0.0008,2
    1748.0,2,    0.1125,2,   34.6655,2,     224.0,2,     0.224,1,  -999.000,9,     0.004,1,        24,    2401.9,    0.0008,2
    1750.0,2,    0.1120,2,   34.6655,2,     224.1,2,     0.224,1,  -999.000,9,     0.004,1,        36,    2403.2,    0.0008,2
    1752.0,2,    0.1112,2,   34.6654,2,     224.3,2,     0.224,1,  -999.000,9,     0.005,1,        60,    2405.2,    0.0008,2
    1754.0,2,    0.1107,2,   34.6652,2,     224.3,2,     0.224,1,  -999.000,9,     0.005,1,        72,    2407.9,    0.0016,2
    1756.0,2,    0.1100,2,   34.6655,2,     224.4,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2410.4,    0.0008,2
    1758.0,2,    0.1098,2,   34.6655,2,     224.5,2,     0.224,1,  -999.000,9,     0.004,1,        36,    2412.2,    0.0008,2
    1760.0,2,    0.1090,2,   34.6654,2,     224.5,2,     0.223,1,  -999.000,9,     0.005,1,        36,    2413.7,    0.0008,2
    1762.0,2,    0.1054,2,   34.6653,2,     224.4,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2415.4,    0.0008,2
    1764.0,2,    0.1035,2,   34.6651,2,     224.5,2,     0.224,1,  -999.000,9,     0.004,1,        60,    2417.7,    0.0008,2
    1766.0,2,    0.1026,2,   34.6650,2,     224.5,2,     0.224,1,  -999.000,9,     0.004,1,        60,    2420.2,    0.0008,2
    1768.0,2,    0.1020,2,   34.6650,2,     224.6,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2422.4,    0.0008,2
    1770.0,2,    0.1013,2,   34.6652,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,        36,    2424.2,    0.0016,2
    1772.0,2,    0.1016,2,   34.6653,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,        36,    2425.7,    0.0016,2
    1774.0,2,    0.1017,2,   34.6652,2,     224.5,2,     0.224,1,  -999.000,9,     0.004,1,        48,    2427.4,    0.0008,2
    1776.0,2,    0.1020,2,   34.6650,2,     224.6,2,     0.224,1,  -999.000,9,     0.005,1,        96,    2430.4,    0.0008,2
    1778.0,2,    0.1017,2,   34.6651,2,     224.5,2,     0.224,1,  -999.000,9,     0.005,1,        36,    2433.2,    0.0016,2
    1780.0,2,    0.1018,2,   34.6652,2,     224.5,2,     0.224,1,  -999.000,9,     0.005,1,        36,    2434.7,    0.0008,2
    1782.0,2,    0.1020,2,   34.6652,2,     224.6,2,     0.224,1,  -999.000,9,     0.005,1,        24,    2435.9,    0.0008,2
    1784.0,2,    0.1021,2,   34.6651,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,        36,    2437.2,    0.0008,2
    1786.0,2,    0.1027,2,   34.6649,2,     224.7,2,     0.224,1,  -999.000,9,     0.004,1,        84,    2440.1,    0.0008,2
    1788.0,2,    0.1026,2,   34.6651,2,     224.5,2,     0.224,1,  -999.000,9,     0.004,1,        36,    2443.2,    0.0008,2
    1790.0,2,    0.1029,2,   34.6651,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,        36,    2444.7,    0.0008,2
    1792.0,2,    0.1029,2,   34.6652,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,        36,    2446.2,    0.0008,2
    1794.0,2,    0.1035,2,   34.6654,2,     224.7,2,     0.223,1,  -999.000,9,     0.004,1,        48,    2447.9,    0.0008,2
    1796.0,2,    0.1037,2,   34.6653,2,     224.5,2,     0.224,1,  -999.000,9,     0.004,1,        72,    2450.4,    0.0008,2
    1798.0,2,    0.1036,2,   34.6652,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,        60,    2453.2,    0.0008,2
    1800.0,2,    0.1031,2,   34.6654,2,     224.6,2,     0.223,1,  -999.000,9,     0.004,1,        24,    2454.9,    0.0008,2
    1802.0,2,    0.1022,2,   34.6654,2,     224.6,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2456.4,    0.0008,2
    1804.0,2,    0.1015,2,   34.6652,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,        60,    2458.7,    0.0016,2
    1806.0,2,    0.1014,2,   34.6651,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,        48,    2460.9,    0.0016,2
    1808.0,2,    0.1013,2,   34.6652,2,     224.5,2,     0.224,1,  -999.000,9,     0.004,1,        48,    2462.9,    0.0008,2
    1810.0,2,    0.1020,2,   34.6654,2,     224.5,2,     0.224,1,  -999.000,9,     0.005,1,        36,    2464.7,    0.0008,2
    1812.0,2,    0.1026,2,   34.6652,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,        48,    2466.4,    0.0016,2
    1814.0,2,    0.1025,2,   34.6650,2,     224.7,2,     0.224,1,  -999.000,9,     0.004,1,        84,    2469.2,    0.0008,2
    1816.0,2,    0.1029,2,   34.6651,2,     224.5,2,     0.224,1,  -999.000,9,     0.004,1,        36,    2471.7,    0.0008,2
    1818.0,2,    0.1027,2,   34.6651,2,     224.6,2,     0.223,1,  -999.000,9,     0.004,1,        36,    2473.2,    0.0008,2
    1820.0,2,    0.1015,2,   34.6652,2,     224.6,2,     0.223,1,  -999.000,9,     0.005,1,        36,    2474.7,    0.0016,2
    1822.0,2,    0.1007,2,   34.6653,2,     224.7,2,     0.224,1,  -999.000,9,     0.004,1,        48,    2476.4,    0.0008,2
    1824.0,2,    0.1011,2,   34.6647,2,     224.6,2,     0.224,1,  -999.000,9,     0.005,1,        84,    2479.2,    0.0016,2
    1826.0,2,    0.1010,2,   34.6652,2,     224.6,2,     0.224,1,  -999.000,9,     0.005,1,        36,    2481.7,    0.0008,2
    1828.0,2,    0.1011,2,   34.6653,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,        36,    2483.2,    0.0008,2
    1830.0,2,    0.1012,2,   34.6654,2,     224.7,2,     0.223,1,  -999.000,9,     0.004,1,        48,    2484.9,    0.0008,2
    1832.0,2,    0.1012,2,   34.6653,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,        72,    2487.4,    0.0016,2
    1834.0,2,    0.1012,2,   34.6655,2,     224.6,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2489.9,    0.0008,2
    1836.0,2,    0.1016,2,   34.6655,2,     224.5,2,     0.223,1,  -999.000,9,     0.004,1,        36,    2491.7,    0.0008,2
    1838.0,2,    0.1013,2,   34.6654,2,     224.5,2,     0.224,1,  -999.000,9,     0.004,1,        48,    2493.4,    0.0008,2
    1840.0,2,    0.1011,2,   34.6654,2,     224.6,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2495.4,    0.0016,2
    1842.0,2,    0.1009,2,   34.6652,2,     224.6,2,     0.223,1,  -999.000,9,     0.005,1,        60,    2497.7,    0.0016,2
    1844.0,2,    0.1005,2,   34.6653,2,     224.7,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2499.9,    0.0016,2
    1846.0,2,    0.1005,2,   34.6653,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,        48,    2501.9,    0.0016,2
    1848.0,2,    0.1008,2,   34.6653,2,     224.6,2,     0.223,1,  -999.000,9,     0.005,1,        36,    2503.7,    0.0008,2
    1850.0,2,    0.1007,2,   34.6651,2,     224.7,2,     0.223,1,  -999.000,9,     0.004,1,        48,    2505.4,    0.0016,2
    1852.0,2,    0.1005,2,   34.6651,2,     224.5,2,     0.223,1,  -999.000,9,     0.004,1,        60,    2507.7,    0.0016,2
    1854.0,2,    0.1005,2,   34.6651,2,     224.5,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2509.9,    0.0008,2
    1856.0,2,    0.1006,2,   34.6652,2,     224.4,2,     0.223,1,  -999.000,9,     0.005,1,        48,    2511.9,    0.0016,2
    1858.0,2,    0.1006,2,   34.6654,2,     224.5,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2513.9,    0.0016,2
    1860.0,2,    0.1006,2,   34.6653,2,     224.5,2,     0.224,1,  -999.000,9,     0.004,1,        60,    2516.2,    0.0008,2
    1862.0,2,    0.1007,2,   34.6652,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,        48,    2518.4,    0.0008,2
    1864.0,2,    0.1008,2,   34.6654,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,        48,    2520.4,    0.0016,2
    1866.0,2,    0.1008,2,   34.6655,2,     224.7,2,     0.224,1,  -999.000,9,     0.004,1,        36,    2522.2,    0.0016,2
    1868.0,2,    0.1007,2,   34.6653,2,     224.5,2,     0.224,1,  -999.000,9,     0.005,1,        36,    2523.7,    0.0016,2
    1870.0,2,    0.1010,2,   34.6652,2,     224.6,2,     0.224,1,  -999.000,9,     0.005,1,        84,    2526.2,    0.0016,2
    1872.0,2,    0.1010,2,   34.6651,2,     224.6,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2528.9,    0.0016,2
    1874.0,2,    0.1007,2,   34.6654,2,     224.7,2,     0.224,1,  -999.000,9,     0.004,1,        48,    2530.9,    0.0016,2
    1876.0,2,    0.1011,2,   34.6654,2,     224.7,2,     0.224,1,  -999.000,9,     0.004,1,        24,    2532.4,    0.0008,2
    1878.0,2,    0.1005,2,   34.6652,2,     224.8,2,     0.223,1,  -999.000,9,     0.004,1,        36,    2533.7,    0.0016,2
    1880.0,2,    0.1006,2,   34.6653,2,     224.7,2,     0.224,1,  -999.000,9,     0.004,1,        60,    2535.7,    0.0016,2
    1882.0,2,    0.1009,2,   34.6649,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,        84,    2538.7,    0.0016,2
    1884.0,2,    0.1008,2,   34.6652,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,        48,    2541.4,    0.0016,2
    1886.0,2,    0.1011,2,   34.6655,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,        36,    2543.2,    0.0008,2
    1888.0,2,    0.1011,2,   34.6654,2,     224.7,2,     0.223,1,  -999.000,9,     0.005,1,        36,    2544.7,    0.0008,2
    1890.0,2,    0.1014,2,   34.6654,2,     224.7,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2546.4,    0.0016,2
    1892.0,2,    0.1017,2,   34.6650,2,     224.7,2,     0.223,1,  -999.000,9,     0.004,1,        96,    2550.7,    0.0016,2
    1894.0,2,    0.1013,2,   34.6655,2,     224.6,2,     0.223,1,  -999.000,9,     0.004,1,        48,    2554.4,    0.0016,2
    1896.0,2,    0.1015,2,   34.6654,2,     224.7,2,     0.223,1,  -999.000,9,     0.004,1,        48,    2556.4,    0.0016,2
    1898.0,2,    0.1017,2,   34.6652,2,     224.5,2,     0.224,1,  -999.000,9,     0.005,1,        96,    2559.4,    0.0016,2
    1900.0,2,    0.1016,2,   34.6651,2,     224.6,2,     0.224,1,  -999.000,9,     0.004,1,       144,    2564.4,    0.0016,2
    1902.0,2,    0.1010,2,   34.6655,2,     224.6,2,     0.223,1,  -999.000,9,     0.005,1,        36,    2568.2,    0.0016,2
    1904.0,2,    0.1008,2,   34.6656,2,     224.7,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2569.9,    0.0016,2
    1906.0,2,    0.1012,2,   34.6654,2,     224.5,2,     0.224,1,  -999.000,9,     0.004,1,        96,    2573.7,    0.0016,2
    1908.0,2,    0.1008,2,   34.6656,2,     224.6,2,     0.224,1,  -999.000,9,     0.005,1,        48,    2577.9,    0.0016,2
    1910.0,2,    0.1010,2,   34.6657,2,     224.6,2,     0.224,1,  -999.000,9,     0.005,1,        36,    2579.7,    0.0016,2
    1912.0,2,    0.1016,2,   34.6656,2,     224.5,2,     0.224,1,  -999.000,9,     0.005,1,        36,    2581.2,    0.0016,2
    1914.0,2,    0.1020,2,   34.6652,2,     224.5,2,     0.224,1,  -999.000,9,     0.004,1,        72,    2584.7,    0.0016,2
    1916.0,2,    0.1020,2,   34.6656,2,     224.5,2,     0.224,1,  -999.000,9,     0.004,1,        36,    2588.2,    0.0016,2
    1918.0,2,    0.1023,2,   34.6657,2,     224.5,2,     0.224,1,  -999.000,9,     0.004,1,        36,    2589.7,    0.0016,2
